STATE_UT,CRIME HEAD,Category,Male_Below_18,Female_Below_18,Male_18_30,Female_18_30,Male_30_45,Female_30_45,Male_45_60,Female_45_60,Male_above_60,Female_above_60,Male_Total,Female_Total,Total_below_18,Total_18_30,Total_30_45,Total_45_60,Total_above_60,Grand_Total
KARNATAKA,Assault on Women wih intent to outrage her Modesty,Violent,4,1,2042,225,1885,311,1032,180,195,34,5158,751,5,2267,2196,1212,229,5909
KERALA,Assault on Women wih intent to outrage her Modesty,Violent,15,0,2042,14,1633,38,562,27,71,4,4323,83,15,2056,1671,589,75,4406
MADHYA PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,367,2,5915,36,2558,18,753,5,43,2,9636,63,369,5951,2576,758,45,9699
MAHARASHTRA,Assault on Women wih intent to outrage her Modesty,Violent,361,5,5167,129,3065,165,953,77,144,18,9690,394,366,5296,3230,1030,162,10084
MANIPUR,Assault on Women wih intent to outrage her Modesty,Violent,0,0,16,3,20,1,7,3,1,0,44,7,0,19,21,10,1,51
MEGHALAYA,Assault on Women wih intent to outrage her Modesty,Violent,1,0,64,0,37,0,14,0,0,0,116,0,1,64,37,14,0,116
MIZORAM,Assault on Women wih intent to outrage her Modesty,Violent,3,0,33,0,43,0,11,0,0,0,90,0,3,33,43,11,0,90
NAGALAND,Assault on Women wih intent to outrage her Modesty,Violent,0,0,8,0,4,0,2,0,0,0,14,0,0,8,4,2,0,14
ODISHA,Assault on Women wih intent to outrage her Modesty,Violent,45,0,3066,126,2008,102,637,36,97,0,5853,264,45,3192,2110,673,97,6117
PUNJAB,Assault on Women wih intent to outrage her Modesty,Violent,22,1,628,16,361,16,84,3,1,0,1096,36,23,644,377,87,1,1132
RAJASTHAN,Assault on Women wih intent to outrage her Modesty,Violent,122,0,2440,84,1526,72,456,43,39,4,4583,203,122,2524,1598,499,43,4786
SIKKIM,Assault on Women wih intent to outrage her Modesty,Violent,0,0,16,0,13,0,0,0,0,0,29,0,0,16,13,0,0,29
TAMIL NADU,Assault on Women wih intent to outrage her Modesty,Violent,7,0,803,34,656,69,199,36,19,0,1684,139,7,837,725,235,19,1823
TRIPURA,Assault on Women wih intent to outrage her Modesty,Violent,4,1,280,1,116,0,55,0,3,0,458,2,5,281,116,55,3,460
UTTAR PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,51,0,9080,4,2865,9,205,0,0,0,12201,13,51,9084,2874,205,0,12214
UTTARAKHAND,Assault on Women wih intent to outrage her Modesty,Violent,4,0,215,1,156,0,18,0,0,0,393,1,4,216,156,18,0,394
WEST BENGAL,Assault on Women wih intent to outrage her Modesty,Violent,30,0,2475,1,2176,4,717,5,18,0,5416,10,30,2476,2180,722,18,5426
A&N ISLANDS,Assault on Women wih intent to outrage her Modesty,Violent,1,0,26,0,13,0,5,0,3,0,48,0,1,26,13,5,3,48
CHANDIGARH,Assault on Women wih intent to outrage her Modesty,Violent,2,0,87,1,64,0,12,0,0,0,165,1,2,88,64,12,0,166
D&N HAVELI,Assault on Women wih intent to outrage her Modesty,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
DAMAN & DIU,Assault on Women wih intent to outrage her Modesty,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,Assault on Women wih intent to outrage her Modesty,Violent,151,0,2732,32,918,50,204,15,25,2,4030,99,151,2764,968,219,27,4129
LAKSHADWEEP,Assault on Women wih intent to outrage her Modesty,Violent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
PUDUCHERRY,Assault on Women wih intent to outrage her Modesty,Violent,0,0,8,0,1,0,0,0,0,0,9,0,0,8,1,0,0,9
ANDHRA PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,42,1,2570,84,1569,79,403,35,51,0,4635,199,43,2654,1648,438,51,4834
ARUNACHAL PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,5,0,67,0,5,0,0,0,0,0,77,0,5,67,5,0,0,77
ASSAM,Assault on Women wih intent to outrage her Modesty,Violent,24,0,1081,0,1048,0,92,0,5,0,2250,0,24,1081,1048,92,5,2250
BIHAR,Assault on Women wih intent to outrage her Modesty,Violent,15,0,198,0,59,0,6,0,0,0,278,0,15,198,59,6,0,278
CHHATTISGARH,Assault on Women wih intent to outrage her Modesty,Violent,60,0,1156,4,530,10,113,2,16,0,1875,16,60,1160,540,115,16,1891
GOA,Assault on Women wih intent to outrage her Modesty,Violent,1,1,10,1,14,0,11,2,2,0,38,4,2,11,14,13,2,42
GUJARAT,Assault on Women wih intent to outrage her Modesty,Violent,27,0,650,14,314,20,85,2,5,1,1081,37,27,664,334,87,6,1118
HARYANA,Assault on Women wih intent to outrage her Modesty,Violent,14,0,446,2,191,3,38,1,3,0,692,6,14,448,194,39,3,698
HIMACHAL PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,5,0,146,6,106,8,34,1,8,3,299,18,5,152,114,35,11,317
JAMMU & KASHMIR,Assault on Women wih intent to outrage her Modesty,Violent,2,1,891,131,1111,130,411,25,102,10,2517,297,3,1022,1241,436,112,2814
JHARKHAND,Assault on Women wih intent to outrage her Modesty,Violent,2,0,261,4,80,2,6,0,0,0,349,6,2,265,82,6,0,355
KARNATAKA,Assault on Women wih intent to outrage her Modesty,Violent,2,0,1341,118,1453,195,667,97,88,21,3551,431,2,1459,1648,764,109,3982
KERALA,Assault on Women wih intent to outrage her Modesty,Violent,6,0,1689,6,1719,30,616,13,87,1,4117,50,6,1695,1749,629,88,4167
MADHYA PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,223,0,5039,46,2174,21,547,2,33,0,8016,69,223,5085,2195,549,33,8085
MAHARASHTRA,Assault on Women wih intent to outrage her Modesty,Violent,115,0,2514,58,1542,82,462,23,86,3,4719,166,115,2572,1624,485,89,4885
MANIPUR,Assault on Women wih intent to outrage her Modesty,Violent,0,0,12,0,13,1,8,0,0,0,33,1,0,12,14,8,0,34
MEGHALAYA,Assault on Women wih intent to outrage her Modesty,Violent,2,0,33,0,9,0,1,0,0,0,45,0,2,33,9,1,0,45
MIZORAM,Assault on Women wih intent to outrage her Modesty,Violent,1,0,31,0,31,0,19,0,0,0,82,0,1,31,31,19,0,82
NAGALAND,Assault on Women wih intent to outrage her Modesty,Violent,0,0,9,0,4,0,3,0,0,0,16,0,0,9,4,3,0,16
ODISHA,Assault on Women wih intent to outrage her Modesty,Violent,18,0,2963,180,2035,156,652,35,19,2,5687,373,18,3143,2191,687,21,6060
PUNJAB,Assault on Women wih intent to outrage her Modesty,Violent,0,0,196,10,153,7,44,2,0,1,393,20,0,206,160,46,1,413
RAJASTHAN,Assault on Women wih intent to outrage her Modesty,Violent,48,0,1554,26,758,38,210,9,13,2,2583,75,48,1580,796,219,15,2658
SIKKIM,Assault on Women wih intent to outrage her Modesty,Violent,0,0,6,0,5,0,6,0,0,0,17,0,0,6,5,6,0,17
TAMIL NADU,Assault on Women wih intent to outrage her Modesty,Violent,11,0,1004,20,703,47,262,22,21,1,2001,90,11,1024,750,284,22,2091
TRIPURA,Assault on Women wih intent to outrage her Modesty,Violent,1,0,200,2,140,1,31,0,0,0,372,3,1,202,141,31,0,375
UTTAR PRADESH,Assault on Women wih intent to outrage her Modesty,Violent,13,0,3737,3,1295,9,86,0,0,0,5131,12,13,3740,1304,86,0,5143
UTTARAKHAND,Assault on Women wih intent to outrage her Modesty,Violent,0,0,141,0,52,0,6,0,0,0,199,0,0,141,52,6,0,199
WEST BENGAL,Assault on Women wih intent to outrage her Modesty,Violent,29,0,1693,0,854,0,271,0,32,0,2879,0,29,1693,854,271,32,2879
A & N ISLANDS,Assault on Women wih intent to outrage her Modesty,Violent,0,0,9,0,8,0,2,0,1,0,20,0,0,9,8,2,1,20
CHANDIGARH,Assault on Women wih intent to outrage her Modesty,Violent,0,0,32,0,18,0,4,0,0,0,54,0,0,32,18,4,0,54
D & N HAVELI,Assault on Women wih intent to outrage her Modesty,Violent,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
DAMAN & DIU,Assault on Women wih intent to outrage her Modesty,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,Assault on Women wih intent to outrage her Modesty,Violent,16,0,548,9,300,10,48,3,4,1,916,23,16,557,310,51,5,939
LAKSHADWEEP,Assault on Women wih intent to outrage her Modesty,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Assault on Women wih intent to outrage her Modesty,Violent,0,0,3,0,3,0,1,0,0,0,7,0,0,3,3,1,0,7
ANDHRA PRADESH,Attempt to Commit Murder,Violent,42,1,1419,81,1559,72,560,40,62,2,3642,196,43,1500,1631,600,64,3838
ARUNACHAL PRADESH,Attempt to Commit Murder,Violent,0,0,19,0,21,0,4,0,0,0,44,0,0,19,21,4,0,44
ASSAM,Attempt to Commit Murder,Violent,4,0,243,1,391,1,47,0,0,0,685,2,4,244,392,47,0,687
BIHAR,Attempt to Commit Murder,Violent,85,0,3487,106,2424,149,1632,68,402,3,8030,326,85,3593,2573,1700,405,8356
CHHATTISGARH,Attempt to Commit Murder,Violent,35,1,488,24,410,19,163,15,18,5,1114,64,36,512,429,178,23,1178
GOA,Attempt to Commit Murder,Violent,0,0,49,0,55,1,27,0,2,0,133,1,0,49,56,27,2,134
GUJARAT,Attempt to Commit Murder,Violent,31,1,997,28,803,45,325,18,22,1,2178,93,32,1025,848,343,23,2271
HARYANA,Attempt to Commit Murder,Violent,36,0,754,21,671,20,317,5,52,0,1830,46,36,775,691,322,52,1876
HIMACHAL PRADESH,Attempt to Commit Murder,Violent,0,0,84,4,47,1,20,0,3,0,154,5,0,88,48,20,3,159
JAMMU & KASHMIR,Attempt to Commit Murder,Violent,7,0,358,38,520,41,153,11,12,2,1050,92,7,396,561,164,14,1142
JHARKHAND,Attempt to Commit Murder,Violent,16,0,652,21,428,23,174,11,5,0,1275,55,16,673,451,185,5,1330
KARNATAKA,Attempt to Commit Murder,Violent,27,0,1901,92,1875,198,783,99,208,18,4794,407,27,1993,2073,882,226,5201
KERALA,Attempt to Commit Murder,Violent,17,0,674,2,647,5,259,6,13,4,1610,17,17,676,652,265,17,1627
MADHYA PRADESH,Attempt to Commit Murder,Violent,198,3,2834,84,2183,86,915,36,175,13,6305,222,201,2918,2269,951,188,6527
MAHARASHTRA,Attempt to Commit Murder,Violent,173,5,3915,174,2420,241,911,121,142,17,7561,558,178,4089,2661,1032,159,8119
MANIPUR,Attempt to Commit Murder,Violent,0,0,31,2,32,0,6,0,1,0,70,2,0,33,32,6,1,72
MEGHALAYA,Attempt to Commit Murder,Violent,5,0,80,5,41,2,4,0,0,0,130,7,5,85,43,4,0,137
MIZORAM,Attempt to Commit Murder,Violent,0,0,7,0,11,0,1,0,0,0,19,0,0,7,11,1,0,19
NAGALAND,Attempt to Commit Murder,Violent,0,0,31,0,20,0,2,0,0,0,53,0,0,31,20,2,0,53
ODISHA,Attempt to Commit Murder,Violent,32,1,1210,80,1322,110,633,36,59,2,3256,229,33,1290,1432,669,61,3485
PUNJAB,Attempt to Commit Murder,Violent,10,4,775,51,859,61,466,33,17,0,2127,149,14,826,920,499,17,2276
RAJASTHAN,Attempt to Commit Murder,Violent,85,2,1565,72,1219,59,546,24,54,5,3469,162,87,1637,1278,570,59,3631
SIKKIM,Attempt to Commit Murder,Violent,0,0,6,1,2,0,1,0,0,0,9,1,0,7,2,1,0,10
TAMIL NADU,Attempt to Commit Murder,Violent,61,1,2723,95,2841,183,1048,58,78,5,6751,342,62,2818,3024,1106,83,7093
TRIPURA,Attempt to Commit Murder,Violent,0,0,41,1,28,3,16,1,0,0,85,5,0,42,31,17,0,90
UTTAR PRADESH,Attempt to Commit Murder,Violent,39,1,7633,41,4394,49,1949,11,44,1,14059,103,40,7674,4443,1960,45,14162
UTTARAKHAND,Attempt to Commit Murder,Violent,9,0,119,1,102,1,42,1,0,0,272,3,9,120,103,43,0,275
WEST BENGAL,Attempt to Commit Murder,Violent,12,0,1011,43,1668,72,948,47,49,0,3688,162,12,1054,1740,995,49,3850
A&N ISLANDS,Attempt to Commit Murder,Violent,0,0,1,0,2,0,1,0,0,0,4,0,0,1,2,1,0,4
CHANDIGARH,Attempt to Commit Murder,Violent,4,0,39,0,32,0,24,0,2,0,101,0,4,39,32,24,2,101
D&N HAVELI,Attempt to Commit Murder,Violent,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
DAMAN & DIU,Attempt to Commit Murder,Violent,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
DELHI UT,Attempt to Commit Murder,Violent,66,1,611,8,321,7,68,7,2,1,1068,24,67,619,328,75,3,1092
LAKSHADWEEP,Attempt to Commit Murder,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Attempt to Commit Murder,Violent,2,0,26,0,6,0,2,0,0,0,36,0,2,26,6,2,0,36
ANDHRA PRADESH,Attempt to Commit Murder,Violent,25,1,1720,121,1780,231,813,72,69,4,4407,429,26,1841,2011,885,73,4836
ARUNACHAL PRADESH,Attempt to Commit Murder,Violent,0,0,24,0,4,0,2,0,0,0,30,0,0,24,4,2,0,30
ASSAM,Attempt to Commit Murder,Violent,5,0,243,0,395,3,129,2,2,0,774,5,5,243,398,131,2,779
BIHAR,Attempt to Commit Murder,Violent,158,20,5217,332,3613,303,2236,126,457,18,11681,799,178,5549,3916,2362,475,12480
CHHATTISGARH,Attempt to Commit Murder,Violent,38,5,417,20,318,19,161,7,16,3,950,54,43,437,337,168,19,1004
GOA,Attempt to Commit Murder,Violent,0,0,55,0,39,3,4,0,1,0,99,3,0,55,42,4,1,102
GUJARAT,Attempt to Commit Murder,Violent,39,3,1109,35,987,32,412,17,40,2,2587,89,42,1144,1019,429,42,2676
HARYANA,Attempt to Commit Murder,Violent,33,0,1013,16,813,14,385,2,33,2,2277,34,33,1029,827,387,35,2311
HIMACHAL PRADESH,Attempt to Commit Murder,Violent,0,0,66,0,32,0,10,0,1,0,109,0,0,66,32,10,1,109
JAMMU & KASHMIR,Attempt to Commit Murder,Violent,4,0,325,22,468,41,251,14,7,2,1055,79,4,347,509,265,9,1134
JHARKHAND,Attempt to Commit Murder,Violent,11,0,583,42,526,40,220,20,10,0,1350,102,11,625,566,240,10,1452
KARNATAKA,Attempt to Commit Murder,Violent,53,0,1856,69,1755,158,776,93,169,10,4609,330,53,1925,1913,869,179,4939
KERALA,Attempt to Commit Murder,Violent,16,0,676,169,578,83,169,16,9,0,1448,268,16,845,661,185,9,1716
MADHYA PRADESH,Attempt to Commit Murder,Violent,181,3,2869,83,2309,122,918,42,170,5,6447,255,184,2952,2431,960,175,6702
MAHARASHTRA,Attempt to Commit Murder,Violent,183,5,3582,147,2385,226,985,102,125,31,7260,511,188,3729,2611,1087,156,7771
MANIPUR,Attempt to Commit Murder,Violent,0,0,50,1,49,2,8,0,1,0,108,3,0,51,51,8,1,111
MEGHALAYA,Attempt to Commit Murder,Violent,0,0,23,0,11,0,3,0,0,0,37,0,0,23,11,3,0,37
MIZORAM,Attempt to Commit Murder,Violent,1,0,2,0,7,0,4,0,0,0,14,0,1,2,7,4,0,14
NAGALAND,Attempt to Commit Murder,Violent,0,0,25,0,16,0,1,0,0,0,42,0,0,25,16,1,0,42
ODISHA,Attempt to Commit Murder,Violent,19,2,1246,51,1281,76,616,21,31,0,3193,150,21,1297,1357,637,31,3343
PUNJAB,Attempt to Commit Murder,Violent,9,0,778,58,799,78,504,39,33,0,2123,175,9,836,877,543,33,2298
RAJASTHAN,Attempt to Commit Murder,Violent,106,0,1601,56,1202,61,489,13,78,1,3476,131,106,1657,1263,502,79,3607
SIKKIM,Attempt to Commit Murder,Violent,0,0,2,0,6,0,0,0,0,0,8,0,0,2,6,0,0,8
TAMIL NADU,Attempt to Commit Murder,Violent,72,0,2315,106,2589,150,1287,56,174,4,6437,316,72,2421,2739,1343,178,6753
TRIPURA,Attempt to Commit Murder,Violent,0,0,40,0,30,2,10,0,2,0,82,2,0,40,32,10,2,84
UTTAR PRADESH,Attempt to Commit Murder,Violent,18,1,6935,25,4173,33,1852,16,62,1,13040,76,19,6960,4206,1868,63,13116
UTTARAKHAND,Attempt to Commit Murder,Violent,6,0,111,2,148,5,21,0,0,0,286,7,6,113,153,21,0,293
WEST BENGAL,Attempt to Commit Murder,Violent,26,3,1007,118,1608,99,738,42,60,1,3439,263,29,1125,1707,780,61,3702
A & N ISLANDS,Attempt to Commit Murder,Violent,0,0,6,0,2,0,0,1,0,0,8,1,0,6,2,1,0,9
CHANDIGARH,Attempt to Commit Murder,Violent,9,1,49,2,41,2,14,0,0,0,113,5,10,51,43,14,0,118
D & N HAVELI,Attempt to Commit Murder,Violent,1,0,2,0,0,0,0,0,0,0,3,0,1,2,0,0,0,3
DAMAN & DIU,Attempt to Commit Murder,Violent,0,0,4,0,3,0,0,0,0,0,7,0,0,4,3,0,0,7
DELHI,Attempt to Commit Murder,Violent,74,0,582,9,248,1,28,6,0,2,932,18,74,591,249,34,2,950
LAKSHADWEEP,Attempt to Commit Murder,Violent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Attempt to Commit Murder,Violent,1,0,89,0,40,0,3,0,0,0,133,0,1,89,40,3,0,133
ANDHRA PRADESH,AUTO THEFT,Theft,249,3,3037,36,1388,32,199,10,10,0,4883,81,252,3073,1420,209,10,4964
ARUNACHAL PRADESH,AUTO THEFT,Theft,4,0,81,0,0,0,0,0,0,0,85,0,4,81,0,0,0,85
ASSAM,AUTO THEFT,Theft,7,0,459,1,707,3,161,0,0,0,1334,4,7,460,710,161,0,1338
BIHAR,AUTO THEFT,Theft,174,0,1726,0,855,0,314,0,0,0,3069,0,174,1726,855,314,0,3069
CHHATTISGARH,AUTO THEFT,Theft,42,0,634,0,272,0,95,0,0,0,1043,0,42,634,272,95,0,1043
GOA,AUTO THEFT,Theft,19,0,57,0,18,0,1,0,0,0,95,0,19,57,18,1,0,95
GUJARAT,AUTO THEFT,Theft,174,1,2120,9,662,0,145,0,2,0,3103,10,175,2129,662,145,2,3113
HARYANA,AUTO THEFT,Theft,110,0,2100,0,956,2,234,0,1,0,3401,2,110,2100,958,234,1,3403
HIMACHAL PRADESH,AUTO THEFT,Theft,1,0,111,0,53,0,8,0,1,1,174,1,1,111,53,8,2,175
JAMMU & KASHMIR,AUTO THEFT,Theft,3,0,115,0,111,0,30,1,0,0,259,1,3,115,111,31,0,260
JHARKHAND,AUTO THEFT,Theft,18,1,602,2,156,1,89,0,0,0,865,4,19,604,157,89,0,869
KARNATAKA,AUTO THEFT,Theft,49,0,1431,1,792,3,144,1,8,0,2424,5,49,1432,795,145,8,2429
KERALA,AUTO THEFT,Theft,100,0,417,3,249,1,65,0,5,0,836,4,100,420,250,65,5,840
MADHYA PRADESH,AUTO THEFT,Theft,140,0,2605,4,937,3,223,0,14,0,3919,7,140,2609,940,223,14,3926
MAHARASHTRA,AUTO THEFT,Theft,492,2,4254,13,1346,4,296,4,17,0,6405,23,494,4267,1350,300,17,6428
MANIPUR,AUTO THEFT,Theft,0,0,100,1,47,0,3,3,0,0,150,4,0,101,47,6,0,154
MEGHALAYA,AUTO THEFT,Theft,0,0,37,0,19,0,0,0,0,0,56,0,0,37,19,0,0,56
MIZORAM,AUTO THEFT,Theft,0,0,18,0,5,0,0,0,0,0,23,0,0,18,5,0,0,23
NAGALAND,AUTO THEFT,Theft,0,0,28,0,10,0,0,0,0,0,38,0,0,28,10,0,0,38
ODISHA,AUTO THEFT,Theft,5,0,1006,0,564,3,208,0,24,0,1807,3,5,1006,567,208,24,1810
PUNJAB,AUTO THEFT,Theft,18,0,780,18,528,5,126,2,0,0,1452,25,18,798,533,128,0,1477
RAJASTHAN,AUTO THEFT,Theft,168,0,2014,1,663,5,111,1,1,0,2957,7,168,2015,668,112,1,2964
SIKKIM,AUTO THEFT,Theft,9,0,8,0,0,0,0,0,0,0,17,0,9,8,0,0,0,17
TAMIL NADU,AUTO THEFT,Theft,62,0,1324,2,905,0,264,0,5,0,2560,2,62,1326,905,264,5,2562
TRIPURA,AUTO THEFT,Theft,0,0,72,0,33,0,7,0,0,0,112,0,0,72,33,7,0,112
UTTAR PRADESH,AUTO THEFT,Theft,24,0,3735,0,1512,0,123,0,1,0,5395,0,24,3735,1512,123,1,5395
UTTARAKHAND,AUTO THEFT,Theft,14,0,214,0,183,0,13,0,0,0,424,0,14,214,183,13,0,424
WEST BENGAL,AUTO THEFT,Theft,10,0,1009,0,1343,2,128,0,6,0,2496,2,10,1009,1345,128,6,2498
A & N ISLANDS,AUTO THEFT,Theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,AUTO THEFT,Theft,9,0,245,0,65,0,6,0,0,0,325,0,9,245,65,6,0,325
D & N HAVELI,AUTO THEFT,Theft,1,0,31,0,2,0,0,0,0,0,34,0,1,31,2,0,0,34
DAMAN & DIU,AUTO THEFT,Theft,1,0,22,0,2,0,1,0,0,0,26,0,1,22,2,1,0,26
DELHI,AUTO THEFT,Theft,156,0,2763,0,823,0,93,0,2,0,3837,0,156,2763,823,93,2,3837
LAKSHADWEEP,AUTO THEFT,Theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,AUTO THEFT,Theft,2,0,63,0,17,0,6,0,0,0,88,0,2,63,17,6,0,88
ANDHRA PRADESH,AUTO THEFT,Theft,229,5,3790,19,1577,14,308,6,15,4,5919,48,234,3809,1591,314,19,5967
ARUNACHAL PRADESH,AUTO THEFT,Theft,7,0,70,0,27,0,0,0,0,0,104,0,7,70,27,0,0,104
ASSAM,AUTO THEFT,Theft,2,0,639,0,933,0,143,0,0,0,1717,0,2,639,933,143,0,1717
BIHAR,AUTO THEFT,Theft,76,0,2582,1,1219,0,111,0,3,0,3991,1,76,2583,1219,111,3,3992
CHHATTISGARH,AUTO THEFT,Theft,68,0,681,0,246,0,46,0,0,0,1041,0,68,681,246,46,0,1041
GOA,AUTO THEFT,Theft,6,0,62,0,8,0,2,0,0,0,78,0,6,62,8,2,0,78
GUJARAT,AUTO THEFT,Theft,219,0,1710,6,730,2,128,4,4,0,2791,12,219,1716,732,132,4,2803
HARYANA,AUTO THEFT,Theft,102,0,2323,0,1076,0,276,0,33,0,3810,0,102,2323,1076,276,33,3810
HIMACHAL PRADESH,AUTO THEFT,Theft,11,0,73,0,34,0,7,0,0,0,125,0,11,73,34,7,0,125
JAMMU & KASHMIR,AUTO THEFT,Theft,1,0,61,0,74,0,26,0,0,0,162,0,1,61,74,26,0,162
JHARKHAND,AUTO THEFT,Theft,9,0,510,0,226,2,111,0,0,0,856,2,9,510,228,111,0,858
KARNATAKA,AUTO THEFT,Theft,78,0,1513,1,815,10,278,12,40,0,2724,23,78,1514,825,290,40,2747
KERALA,AUTO THEFT,Theft,127,0,527,0,272,1,58,0,2,0,986,1,127,527,273,58,2,987
MADHYA PRADESH,AUTO THEFT,Theft,207,5,2686,0,1094,1,235,0,10,0,4232,6,212,2686,1095,235,10,4238
MAHARASHTRA,AUTO THEFT,Theft,570,1,4082,5,1200,5,253,1,5,0,6110,12,571,4087,1205,254,5,6122
MANIPUR,AUTO THEFT,Theft,0,0,80,4,46,5,2,0,1,0,129,9,0,84,51,2,1,138
MEGHALAYA,AUTO THEFT,Theft,3,0,19,0,22,0,3,0,0,0,47,0,3,19,22,3,0,47
MIZORAM,AUTO THEFT,Theft,0,0,43,0,32,0,0,0,0,0,75,0,0,43,32,0,0,75
NAGALAND,AUTO THEFT,Theft,0,0,84,0,25,0,4,0,0,0,113,0,0,84,25,4,0,113
ODISHA,AUTO THEFT,Theft,17,0,1070,6,781,2,134,1,0,0,2002,9,17,1076,783,135,0,2011
PUNJAB,AUTO THEFT,Theft,23,0,677,12,392,10,133,0,2,0,1227,22,23,689,402,133,2,1249
RAJASTHAN,AUTO THEFT,Theft,202,0,1954,7,696,0,167,0,5,0,3024,7,202,1961,696,167,5,3031
SIKKIM,AUTO THEFT,Theft,0,0,10,0,8,0,3,0,0,0,21,0,0,10,8,3,0,21
TAMIL NADU,AUTO THEFT,Theft,109,0,2207,0,1081,0,638,0,19,0,4054,0,109,2207,1081,638,19,4054
TRIPURA,AUTO THEFT,Theft,6,0,43,0,37,0,12,0,1,0,99,0,6,43,37,12,1,99
UTTAR PRADESH,AUTO THEFT,Theft,30,0,3786,0,1571,0,181,0,0,0,5568,0,30,3786,1571,181,0,5568
UTTARAKHAND,AUTO THEFT,Theft,17,0,188,0,151,0,2,0,0,0,358,0,17,188,151,2,0,358
WEST BENGAL,AUTO THEFT,Theft,8,0,1194,0,1100,0,227,0,0,0,2529,0,8,1194,1100,227,0,2529
A&N ISLANDS,AUTO THEFT,Theft,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
CHANDIGARH,AUTO THEFT,Theft,21,0,357,2,144,0,7,0,0,0,529,2,21,359,144,7,0,531
D&N HAVELI,AUTO THEFT,Theft,0,0,14,0,1,0,0,0,0,0,15,0,0,14,1,0,0,15
DAMAN & DIU,AUTO THEFT,Theft,3,0,4,0,3,0,0,0,0,0,10,0,3,4,3,0,0,10
DELHI UT,AUTO THEFT,Theft,193,0,2351,0,599,0,55,0,1,0,3199,0,193,2351,599,55,1,3199
LAKSHADWEEP,AUTO THEFT,Theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,AUTO THEFT,Theft,4,0,40,0,11,0,1,0,0,0,56,0,4,40,11,1,0,56
ANDHRA PRADESH,Burglary,Theft,382,1,4274,81,2131,63,495,10,21,0,7303,155,383,4355,2194,505,21,7458
ARUNACHAL PRADESH,Burglary,Theft,23,0,92,0,10,0,0,0,0,0,125,0,23,92,10,0,0,125
ASSAM,Burglary,Theft,128,0,1178,0,1583,0,377,0,15,0,3281,0,128,1178,1583,377,15,3281
BIHAR,Burglary,Theft,49,0,1385,6,1325,0,430,0,16,0,3205,6,49,1391,1325,430,16,3211
CHHATTISGARH,Burglary,Theft,244,3,1131,11,492,8,138,6,6,0,2011,28,247,1142,500,144,6,2039
GOA,Burglary,Theft,22,0,113,13,30,3,6,2,0,1,171,19,22,126,33,8,1,190
GUJARAT,Burglary,Theft,144,6,1958,38,1093,30,278,11,12,2,3485,87,150,1996,1123,289,14,3572
HARYANA,Burglary,Theft,142,0,1952,22,1032,23,244,2,48,1,3418,48,142,1974,1055,246,49,3466
HIMACHAL PRADESH,Burglary,Theft,50,2,242,9,144,8,42,4,5,1,483,24,52,251,152,46,6,507
JAMMU & KASHMIR,Burglary,Theft,16,0,209,6,243,3,102,1,7,0,577,10,16,215,246,103,7,587
JHARKHAND,Burglary,Theft,21,0,260,4,154,3,43,0,0,0,478,7,21,264,157,43,0,485
KARNATAKA,Burglary,Theft,60,2,1690,23,1147,11,322,10,61,0,3280,46,62,1713,1158,332,61,3326
KERALA,Burglary,Theft,110,2,752,23,689,22,275,4,14,0,1840,51,112,775,711,279,14,1891
MADHYA PRADESH,Burglary,Theft,449,5,3453,31,1901,34,575,9,56,0,6434,79,454,3484,1935,584,56,6513
MAHARASHTRA,Burglary,Theft,918,13,8182,247,3609,240,1141,104,110,14,13960,618,931,8429,3849,1245,124,14578
MANIPUR,Burglary,Theft,1,0,15,0,4,1,1,0,0,0,21,1,1,15,5,1,0,22
MEGHALAYA,Burglary,Theft,28,0,48,1,17,0,0,0,0,0,93,1,28,49,17,0,0,94
MIZORAM,Burglary,Theft,35,0,226,11,103,3,18,0,0,0,382,14,35,237,106,18,0,396
NAGALAND,Burglary,Theft,0,0,19,1,6,0,0,0,0,0,25,1,0,20,6,0,0,26
